chr	name	start	end	strand	sample	organ	sex	age	allelic_ratio	total_reads	median_allelic_ratio	min_total_reads
chrX	2610002M06Rik	107782750	107816334	-	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	1	559	1	390
chrX	2610002M06Rik	107782750	107816334	-	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	390	1	390
chrX	2610002M06Rik	107782750	107816334	-	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	472	1	390
chrX	2610002M06Rik	107782750	107816334	-	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	1	281	1	281
chrX	2610002M06Rik	107782750	107816334	-	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	1	425	1	281
chrX	2610002M06Rik	107782750	107816334	-	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	1	398	1	281
chrX	2610002M06Rik	107782750	107816334	-	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	234	1	214
chrX	2610002M06Rik	107782750	107816334	-	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	214	1	214
chrX	2610002M06Rik	107782750	107816334	-	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	272	1	214
chrX	2610002M06Rik	107782750	107816334	-	Li_E14-5_RNA_XistBxC_-+_XX_3	Li	female	Embryonic	1	233	1	221
chrX	2610002M06Rik	107782750	107816334	-	Li_E14-5_RNA_XistBxC_-+_XX_1	Li	female	Embryonic	1	221	1	221
chrX	2610002M06Rik	107782750	107816334	-	Li_E14-5_RNA_XistBxC_-+_XX_2	Li	female	Embryonic	1	294	1	221
chrX	2610002M06Rik	107782750	107816334	-	Lu_E14-5_RNA_XistBxC_-+_XX_3	Lu	female	Embryonic	1	259	1	253
chrX	2610002M06Rik	107782750	107816334	-	Lu_E14-5_RNA_XistBxC_-+_XX_2	Lu	female	Embryonic	1	253	1	253
chrX	2610002M06Rik	107782750	107816334	-	Lu_E14-5_RNA_XistBxC_-+_XX_1	Lu	female	Embryonic	1	260	1	253
chrX	2810403D21Rik	108834477	108886896	+	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	1	58	1	34
chrX	2810403D21Rik	108834477	108886896	+	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	1	34	1	34
chrX	2810403D21Rik	108834477	108886896	+	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	1	73	1	34
chrX	2810403D21Rik	108834477	108886896	+	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	67	1	67
chrX	2810403D21Rik	108834477	108886896	+	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	68	1	67
chrX	2810403D21Rik	108834477	108886896	+	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	79	1	67
chrX	2810403D21Rik	108834477	108886896	+	Lu_E14-5_RNA_XistBxC_-+_XX_3	Lu	female	Embryonic	1	43	1	28
chrX	2810403D21Rik	108834477	108886896	+	Lu_E14-5_RNA_XistBxC_-+_XX_1	Lu	female	Embryonic	1	46	1	28
chrX	2810403D21Rik	108834477	108886896	+	Lu_E14-5_RNA_XistBxC_-+_XX_2	Lu	female	Embryonic	1	28	1	28
chrX	3010001F23Rik	152368571	152416702	+	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	1	62	1	50
chrX	3010001F23Rik	152368571	152416702	+	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	50	1	50
chrX	3010001F23Rik	152368571	152416702	+	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	62	1	50
chrX	4930519F16Rik	103182990	103256632	-	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	0,99	117	0,99	117
chrX	4930519F16Rik	103182990	103256632	-	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	0,99	157	0,99	117
chrX	4930519F16Rik	103182990	103256632	-	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	128	0,99	117
chrX	4930578C19Rik	18414166	18461421	-	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	20	1	20
chrX	4930578C19Rik	18414166	18461421	-	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	32	1	20
chrX	4930578C19Rik	18414166	18461421	-	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	1	37	1	20
chrX	4930578C19Rik	18414166	18461421	-	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	1	32	1	25
chrX	4930578C19Rik	18414166	18461421	-	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	1	25	1	25
chrX	4930578C19Rik	18414166	18461421	-	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	1	33	1	25
chrX	4930578C19Rik	18414166	18461421	-	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	38	1	28
chrX	4930578C19Rik	18414166	18461421	-	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	28	1	28
chrX	4930578C19Rik	18414166	18461421	-	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	33	1	28
chrX	4930578C19Rik	18414166	18461421	-	Lu_E14-5_RNA_XistBxC_-+_XX_2	Lu	female	Embryonic	1	95	0,99	76
chrX	4930578C19Rik	18414166	18461421	-	Lu_E14-5_RNA_XistBxC_-+_XX_3	Lu	female	Embryonic	0,99	87	0,99	76
chrX	4930578C19Rik	18414166	18461421	-	Lu_E14-5_RNA_XistBxC_-+_XX_1	Lu	female	Embryonic	0,99	76	0,99	76
chrX	4933407K13Rik	75725457	75764699	-	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	0,97	88	1	73
chrX	4933407K13Rik	75725457	75764699	-	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	73	1	73
chrX	4933407K13Rik	75725457	75764699	-	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	75	1	73
chrX	4933407K13Rik	75725457	75764699	-	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	0,98	65	1	38
chrX	4933407K13Rik	75725457	75764699	-	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	1	40	1	38
chrX	4933407K13Rik	75725457	75764699	-	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	1	38	1	38
chrX	4933407K13Rik	75725457	75764699	-	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	128	1	85
chrX	4933407K13Rik	75725457	75764699	-	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	85	1	85
chrX	4933407K13Rik	75725457	75764699	-	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	0,98	93	1	85
chrX	4933407K13Rik	75725457	75764699	-	Lu_E14-5_RNA_XistBxC_-+_XX_1	Lu	female	Embryonic	1	122	1	81
chrX	4933407K13Rik	75725457	75764699	-	Lu_E14-5_RNA_XistBxC_-+_XX_3	Lu	female	Embryonic	1	124	1	81
chrX	4933407K13Rik	75725457	75764699	-	Lu_E14-5_RNA_XistBxC_-+_XX_2	Lu	female	Embryonic	1	81	1	81
chrX	5330434G04Rik	105372993	105391754	-	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	1	70	1	66
chrX	5330434G04Rik	105372993	105391754	-	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	68	1	66
chrX	5330434G04Rik	105372993	105391754	-	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	66	1	66
chrX	5430427O19Rik	85776967	85891499	+	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	1	38	1	26
chrX	5430427O19Rik	85776967	85891499	+	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	1	26	1	26
chrX	5430427O19Rik	85776967	85891499	+	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	1	31	1	26
chrX	5430427O19Rik	85776967	85891499	+	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	28	1	25
chrX	5430427O19Rik	85776967	85891499	+	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	25	1	25
chrX	5430427O19Rik	85776967	85891499	+	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	26	1	25
chrX	5430427O19Rik	85776967	85891499	+	Lu_E14-5_RNA_XistBxC_-+_XX_1	Lu	female	Embryonic	1	25	1	25
chrX	5430427O19Rik	85776967	85891499	+	Lu_E14-5_RNA_XistBxC_-+_XX_3	Lu	female	Embryonic	1	25	1	25
chrX	5430427O19Rik	85776967	85891499	+	Lu_E14-5_RNA_XistBxC_-+_XX_2	Lu	female	Embryonic	1	30	1	25
chrX	5530601H04Rik	105040853	105070124	-	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	0,72	179	0,66	143
chrX	5530601H04Rik	105040853	105070124	-	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	0,66	143	0,66	143
chrX	5530601H04Rik	105040853	105070124	-	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	0,65	155	0,66	143
chrX	5530601H04Rik	105040853	105070124	-	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	0,66	76	0,66	76
chrX	5530601H04Rik	105040853	105070124	-	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	0,65	82	0,66	76
chrX	5530601H04Rik	105040853	105070124	-	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	0,7	82	0,66	76
chrX	5530601H04Rik	105040853	105070124	-	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	0,59	171	0,63	171
chrX	5530601H04Rik	105040853	105070124	-	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	0,71	186	0,63	171
chrX	5530601H04Rik	105040853	105070124	-	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	0,63	238	0,63	171
chrX	5530601H04Rik	105040853	105070124	-	Li_E14-5_RNA_XistBxC_-+_XX_2	Li	female	Embryonic	0,65	84	0,69	84
chrX	5530601H04Rik	105040853	105070124	-	Li_E14-5_RNA_XistBxC_-+_XX_3	Li	female	Embryonic	0,77	84	0,69	84
chrX	5530601H04Rik	105040853	105070124	-	Li_E14-5_RNA_XistBxC_-+_XX_1	Li	female	Embryonic	0,69	94	0,69	84
chrX	5530601H04Rik	105040853	105070124	-	Lu_E14-5_RNA_XistBxC_-+_XX_2	Lu	female	Embryonic	0,67	124	0,62	124
chrX	5530601H04Rik	105040853	105070124	-	Lu_E14-5_RNA_XistBxC_-+_XX_3	Lu	female	Embryonic	0,62	159	0,62	124
chrX	5530601H04Rik	105040853	105070124	-	Lu_E14-5_RNA_XistBxC_-+_XX_1	Lu	female	Embryonic	0,58	142	0,62	124
chrX	9530051G07Rik	153037628	153072915	+	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	1	56	1	37
chrX	9530051G07Rik	153037628	153072915	+	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	71	1	37
chrX	9530051G07Rik	153037628	153072915	+	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	37	1	37
chrX	9530051G07Rik	153037628	153072915	+	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	28	1	21
chrX	9530051G07Rik	153037628	153072915	+	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	21	1	21
chrX	9530051G07Rik	153037628	153072915	+	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	26	1	21
chrX	A230072C01Rik	20961675	20987349	+	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	136	1	126
chrX	A230072C01Rik	20961675	20987349	+	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	1	175	1	126
chrX	A230072C01Rik	20961675	20987349	+	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	126	1	126
chrX	A230072C01Rik	20961675	20987349	+	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	1	89	1	78
chrX	A230072C01Rik	20961675	20987349	+	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	1	97	1	78
chrX	A230072C01Rik	20961675	20987349	+	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	1	78	1	78
chrX	A230072C01Rik	20961675	20987349	+	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	183	1	114
chrX	A230072C01Rik	20961675	20987349	+	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	114	1	114
chrX	A230072C01Rik	20961675	20987349	+	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	148	1	114
chrX	A230072C01Rik	20961675	20987349	+	Li_E14-5_RNA_XistBxC_-+_XX_3	Li	female	Embryonic	1	63	1	59
chrX	A230072C01Rik	20961675	20987349	+	Li_E14-5_RNA_XistBxC_-+_XX_2	Li	female	Embryonic	1	59	1	59
chrX	A230072C01Rik	20961675	20987349	+	Li_E14-5_RNA_XistBxC_-+_XX_1	Li	female	Embryonic	1	72	1	59
chrX	A230072C01Rik	20961675	20987349	+	Lu_E14-5_RNA_XistBxC_-+_XX_1	Lu	female	Embryonic	1	124	1	116
chrX	A230072C01Rik	20961675	20987349	+	Lu_E14-5_RNA_XistBxC_-+_XX_2	Lu	female	Embryonic	1	134	1	116
chrX	A230072C01Rik	20961675	20987349	+	Lu_E14-5_RNA_XistBxC_-+_XX_3	Lu	female	Embryonic	1	116	1	116
chrX	A830080D01Rik	159532639	159593081	+	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	1	306	1	249
chrX	A830080D01Rik	159532639	159593081	+	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	249	1	249
chrX	A830080D01Rik	159532639	159593081	+	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	284	1	249
chrX	A830080D01Rik	159532639	159593081	+	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	1	177	1	113
chrX	A830080D01Rik	159532639	159593081	+	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	1	127	1	113
chrX	A830080D01Rik	159532639	159593081	+	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	1	113	1	113
chrX	A830080D01Rik	159532639	159593081	+	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	264	1	220
chrX	A830080D01Rik	159532639	159593081	+	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	220	1	220
chrX	A830080D01Rik	159532639	159593081	+	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	264	1	220
chrX	A830080D01Rik	159532639	159593081	+	Li_E14-5_RNA_XistBxC_-+_XX_3	Li	female	Embryonic	1	171	1	123
chrX	A830080D01Rik	159532639	159593081	+	Li_E14-5_RNA_XistBxC_-+_XX_2	Li	female	Embryonic	1	133	1	123
chrX	A830080D01Rik	159532639	159593081	+	Li_E14-5_RNA_XistBxC_-+_XX_1	Li	female	Embryonic	1	123	1	123
chrX	A830080D01Rik	159532639	159593081	+	Lu_E14-5_RNA_XistBxC_-+_XX_1	Lu	female	Embryonic	1	230	1	230
chrX	A830080D01Rik	159532639	159593081	+	Lu_E14-5_RNA_XistBxC_-+_XX_2	Lu	female	Embryonic	1	234	1	230
chrX	A830080D01Rik	159532639	159593081	+	Lu_E14-5_RNA_XistBxC_-+_XX_3	Lu	female	Embryonic	1	289	1	230
chrX	Abcb7	104280564	104413846	-	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	269	1	255
chrX	Abcb7	104280564	104413846	-	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	255	1	255
chrX	Abcb7	104280564	104413846	-	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	1	284	1	255
chrX	Abcb7	104280564	104413846	-	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	1	276	1	276
chrX	Abcb7	104280564	104413846	-	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	1	323	1	276
chrX	Abcb7	104280564	104413846	-	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	1	360	1	276
chrX	Abcb7	104280564	104413846	-	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	322	1	286
chrX	Abcb7	104280564	104413846	-	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	286	1	286
chrX	Abcb7	104280564	104413846	-	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	292	1	286
chrX	Abcb7	104280564	104413846	-	Li_E14-5_RNA_XistBxC_-+_XX_1	Li	female	Embryonic	1	379	1	345
chrX	Abcb7	104280564	104413846	-	Li_E14-5_RNA_XistBxC_-+_XX_2	Li	female	Embryonic	1	345	1	345
chrX	Abcb7	104280564	104413846	-	Li_E14-5_RNA_XistBxC_-+_XX_3	Li	female	Embryonic	1	391	1	345
chrX	Abcb7	104280564	104413846	-	Lu_E14-5_RNA_XistBxC_-+_XX_2	Lu	female	Embryonic	1	247	1	247
chrX	Abcb7	104280564	104413846	-	Lu_E14-5_RNA_XistBxC_-+_XX_3	Lu	female	Embryonic	1	298	1	247
chrX	Abcb7	104280564	104413846	-	Lu_E14-5_RNA_XistBxC_-+_XX_1	Lu	female	Embryonic	1	333	1	247
chrX	Abcd1	73716596	73738534	+	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	0,98	64	1	41
chrX	Abcd1	73716596	73738534	+	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	41	1	41
chrX	Abcd1	73716596	73738534	+	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	46	1	41
chrX	Abcd1	73716596	73738534	+	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	1	65	1	47
chrX	Abcd1	73716596	73738534	+	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	1	51	1	47
chrX	Abcd1	73716596	73738534	+	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	1	47	1	47
chrX	Abcd1	73716596	73738534	+	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	73	1	36
chrX	Abcd1	73716596	73738534	+	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	36	1	36
chrX	Abcd1	73716596	73738534	+	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	39	1	36
chrX	Abcd1	73716596	73738534	+	Li_E14-5_RNA_XistBxC_-+_XX_1	Li	female	Embryonic	1	50	1	30
chrX	Abcd1	73716596	73738534	+	Li_E14-5_RNA_XistBxC_-+_XX_3	Li	female	Embryonic	1	40	1	30
chrX	Abcd1	73716596	73738534	+	Li_E14-5_RNA_XistBxC_-+_XX_2	Li	female	Embryonic	1	30	1	30
chrX	Abcd1	73716596	73738534	+	Lu_E14-5_RNA_XistBxC_-+_XX_2	Lu	female	Embryonic	1	43	1	43
chrX	Abcd1	73716596	73738534	+	Lu_E14-5_RNA_XistBxC_-+_XX_1	Lu	female	Embryonic	1	56	1	43
chrX	Abcd1	73716596	73738534	+	Lu_E14-5_RNA_XistBxC_-+_XX_3	Lu	female	Embryonic	1	67	1	43
chrX	Ace2	164139341	164188418	+	Ki_E14-5_RNA_XistBxC_-+_XX_3	Ki	female	Embryonic	1	666	1	622
chrX	Ace2	164139341	164188418	+	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	622	1	622
chrX	Ace2	164139341	164188418	+	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	637	1	622
chrX	Acot9	155262442	155297654	+	Br_E14-5_RNA_XistBxC_-+_XX_3	Br	female	Embryonic	1	154	1	117
chrX	Acot9	155262442	155297654	+	Br_E14-5_RNA_XistBxC_-+_XX_1	Br	female	Embryonic	1	117	1	117
chrX	Acot9	155262442	155297654	+	Br_E14-5_RNA_XistBxC_-+_XX_2	Br	female	Embryonic	1	135	1	117
chrX	Acot9	155262442	155297654	+	He_E14-5_RNA_XistBxC_-+_XX_2	He	female	Embryonic	0,99	174	1	138
chrX	Acot9	155262442	155297654	+	He_E14-5_RNA_XistBxC_-+_XX_1	He	female	Embryonic	1	138	1	138
chrX	Acot9	155262442	155297654	+	He_E14-5_RNA_XistBxC_-+_XX_3	He	female	Embryonic	1	194	1	138
chrX	Acot9	155262442	155297654	+	Ki_E14-5_RNA_XistBxC_-+_XX_2	Ki	female	Embryonic	1	111	1	111
chrX	Acot9	155262442	155297654	+	Ki_E14-5_RNA_XistBxC_-+_XX_1	Ki	female	Embryonic	1	117	1	111
