chr	name	start	end	strand	sample	organ	sex	age	allelic_ratio	total_reads	median_allelic_ratio	min_total_reads
chrX	1110012L19Rik	70385912	70389416	+	Mu_9w_RNA_XistxC_+y_XY_2	Mu	male	Adult	1	91	1	72
chrX	1110012L19Rik	70385912	70389416	+	Mu_9w_RNA_XistxC_+y_XY_1	Mu	male	Adult	1	116	1	72
chrX	1110012L19Rik	70385912	70389416	+	Mu_9w_RNA_XistxC_+y_XY_3	Mu	male	Adult	1	72	1	72
chrX	1110012L19Rik	70385912	70389416	+	Sp_9w_RNA_XistxC_-+_XX_3	Sp	female	Adult	1	81	1	73
chrX	1110012L19Rik	70385912	70389416	+	Sp_9w_RNA_XistxC_-+_XX_1	Sp	female	Adult	1	134	1	73
chrX	1110012L19Rik	70385912	70389416	+	Sp_9w_RNA_XistxC_-+_XX_2	Sp	female	Adult	1	73	1	73
chrX	1110012L19Rik	70385912	70389416	+	Sp_9w_RNA_XistxC_+y_XY_1	Sp	male	Adult	1	123	1	60
chrX	1110012L19Rik	70385912	70389416	+	Sp_9w_RNA_XistxC_+y_XY_3	Sp	male	Adult	1	79	1	60
chrX	1110012L19Rik	70385912	70389416	+	Sp_9w_RNA_XistxC_+y_XY_2	Sp	male	Adult	1	60	1	60
chrX	1810030O07Rik	12654878	12675377	-	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	0,98	161	0,98	161
chrX	1810030O07Rik	12654878	12675377	-	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	0,98	172	0,98	161
chrX	1810030O07Rik	12654878	12675377	-	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	0,96	201	0,98	161
chrX	1810030O07Rik	12654878	12675377	-	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	206	1	149
chrX	1810030O07Rik	12654878	12675377	-	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	149	1	149
chrX	1810030O07Rik	12654878	12675377	-	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	186	1	149
chrX	1810030O07Rik	12654878	12675377	-	He_9w_RNA_XistxC_-+_XX_3	He	female	Adult	1	98	0,99	98
chrX	1810030O07Rik	12654878	12675377	-	He_9w_RNA_XistxC_-+_XX_1	He	female	Adult	0,99	107	0,99	98
chrX	1810030O07Rik	12654878	12675377	-	He_9w_RNA_XistxC_-+_XX_2	He	female	Adult	0,96	140	0,99	98
chrX	1810030O07Rik	12654878	12675377	-	He_9w_RNA_XistxC_+y_XY_3	He	male	Adult	1	100	1	81
chrX	1810030O07Rik	12654878	12675377	-	He_9w_RNA_XistxC_+y_XY_1	He	male	Adult	1	81	1	81
chrX	1810030O07Rik	12654878	12675377	-	He_9w_RNA_XistxC_+y_XY_2	He	male	Adult	1	124	1	81
chrX	1810030O07Rik	12654878	12675377	-	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	0,98	129	0,98	129
chrX	1810030O07Rik	12654878	12675377	-	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	0,99	146	0,98	129
chrX	1810030O07Rik	12654878	12675377	-	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	0,95	155	0,98	129
chrX	1810030O07Rik	12654878	12675377	-	Ki_9w_RNA_XistxC_+y_XY_2	Ki	male	Adult	1	147	1	93
chrX	1810030O07Rik	12654878	12675377	-	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	93	1	93
chrX	1810030O07Rik	12654878	12675377	-	Ki_9w_RNA_XistxC_+y_XY_1	Ki	male	Adult	0,98	122	1	93
chrX	1810030O07Rik	12654878	12675377	-	Li_9w_RNA_XistxC_-+_XX_1	Li	female	Adult	1	30	1	30
chrX	1810030O07Rik	12654878	12675377	-	Li_9w_RNA_XistxC_-+_XX_2	Li	female	Adult	1	43	1	30
chrX	1810030O07Rik	12654878	12675377	-	Li_9w_RNA_XistxC_-+_XX_3	Li	female	Adult	1	46	1	30
chrX	1810030O07Rik	12654878	12675377	-	Li_9w_RNA_XistxC_+y_XY_3	Li	male	Adult	1	26	1	26
chrX	1810030O07Rik	12654878	12675377	-	Li_9w_RNA_XistxC_+y_XY_2	Li	male	Adult	1	38	1	26
chrX	1810030O07Rik	12654878	12675377	-	Li_9w_RNA_XistxC_+y_XY_1	Li	male	Adult	1	29	1	26
chrX	1810030O07Rik	12654878	12675377	-	Lu_9w_RNA_XistxC_-+_XX_3	Lu	female	Adult	0,92	253	0,94	200
chrX	1810030O07Rik	12654878	12675377	-	Lu_9w_RNA_XistxC_-+_XX_2	Lu	female	Adult	0,96	260	0,94	200
chrX	1810030O07Rik	12654878	12675377	-	Lu_9w_RNA_XistxC_-+_XX_1	Lu	female	Adult	0,94	200	0,94	200
chrX	1810030O07Rik	12654878	12675377	-	Lu_9w_RNA_XistxC_+y_XY_2	Lu	male	Adult	1	253	1	226
chrX	1810030O07Rik	12654878	12675377	-	Lu_9w_RNA_XistxC_+y_XY_1	Lu	male	Adult	1	251	1	226
chrX	1810030O07Rik	12654878	12675377	-	Lu_9w_RNA_XistxC_+y_XY_3	Lu	male	Adult	1	226	1	226
chrX	1810030O07Rik	12654878	12675377	-	Mu_9w_RNA_XistxC_-+_XX_3	Mu	female	Adult	0,91	78	0,97	69
chrX	1810030O07Rik	12654878	12675377	-	Mu_9w_RNA_XistxC_-+_XX_2	Mu	female	Adult	0,99	69	0,97	69
chrX	1810030O07Rik	12654878	12675377	-	Mu_9w_RNA_XistxC_-+_XX_1	Mu	female	Adult	0,97	76	0,97	69
chrX	1810030O07Rik	12654878	12675377	-	Mu_9w_RNA_XistxC_+y_XY_2	Mu	male	Adult	1	73	1	47
chrX	1810030O07Rik	12654878	12675377	-	Mu_9w_RNA_XistxC_+y_XY_3	Mu	male	Adult	1	47	1	47
chrX	1810030O07Rik	12654878	12675377	-	Mu_9w_RNA_XistxC_+y_XY_1	Mu	male	Adult	1	88	1	47
chrX	1810030O07Rik	12654878	12675377	-	Sp_9w_RNA_XistxC_-+_XX_3	Sp	female	Adult	0,97	294	0,98	254
chrX	1810030O07Rik	12654878	12675377	-	Sp_9w_RNA_XistxC_-+_XX_2	Sp	female	Adult	0,98	254	0,98	254
chrX	1810030O07Rik	12654878	12675377	-	Sp_9w_RNA_XistxC_-+_XX_1	Sp	female	Adult	0,99	330	0,98	254
chrX	1810030O07Rik	12654878	12675377	-	Sp_9w_RNA_XistxC_+y_XY_1	Sp	male	Adult	1	309	1	228
chrX	1810030O07Rik	12654878	12675377	-	Sp_9w_RNA_XistxC_+y_XY_2	Sp	male	Adult	1	262	1	228
chrX	1810030O07Rik	12654878	12675377	-	Sp_9w_RNA_XistxC_+y_XY_3	Sp	male	Adult	1	228	1	228
chrX	2210013O21Rik	153723553	153741296	+	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	213	1	197
chrX	2210013O21Rik	153723553	153741296	+	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	197	1	197
chrX	2210013O21Rik	153723553	153741296	+	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	206	1	197
chrX	2210013O21Rik	153723553	153741296	+	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	205	1	205
chrX	2210013O21Rik	153723553	153741296	+	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	232	1	205
chrX	2210013O21Rik	153723553	153741296	+	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	265	1	205
chrX	2210013O21Rik	153723553	153741296	+	He_9w_RNA_XistxC_-+_XX_2	He	female	Adult	0,98	90	0,98	65
chrX	2210013O21Rik	153723553	153741296	+	He_9w_RNA_XistxC_-+_XX_1	He	female	Adult	1	74	0,98	65
chrX	2210013O21Rik	153723553	153741296	+	He_9w_RNA_XistxC_-+_XX_3	He	female	Adult	0,97	65	0,98	65
chrX	2210013O21Rik	153723553	153741296	+	He_9w_RNA_XistxC_+y_XY_1	He	male	Adult	1	104	1	70
chrX	2210013O21Rik	153723553	153741296	+	He_9w_RNA_XistxC_+y_XY_3	He	male	Adult	1	70	1	70
chrX	2210013O21Rik	153723553	153741296	+	He_9w_RNA_XistxC_+y_XY_2	He	male	Adult	1	97	1	70
chrX	2210013O21Rik	153723553	153741296	+	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	1	78	1	76
chrX	2210013O21Rik	153723553	153741296	+	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	1	76	1	76
chrX	2210013O21Rik	153723553	153741296	+	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	1	92	1	76
chrX	2210013O21Rik	153723553	153741296	+	Ki_9w_RNA_XistxC_+y_XY_1	Ki	male	Adult	1	95	1	47
chrX	2210013O21Rik	153723553	153741296	+	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	47	1	47
chrX	2210013O21Rik	153723553	153741296	+	Ki_9w_RNA_XistxC_+y_XY_2	Ki	male	Adult	1	95	1	47
chrX	2210013O21Rik	153723553	153741296	+	Lu_9w_RNA_XistxC_-+_XX_3	Lu	female	Adult	1	203	1	175
chrX	2210013O21Rik	153723553	153741296	+	Lu_9w_RNA_XistxC_-+_XX_1	Lu	female	Adult	1	175	1	175
chrX	2210013O21Rik	153723553	153741296	+	Lu_9w_RNA_XistxC_-+_XX_2	Lu	female	Adult	1	208	1	175
chrX	2210013O21Rik	153723553	153741296	+	Lu_9w_RNA_XistxC_+y_XY_3	Lu	male	Adult	1	157	1	157
chrX	2210013O21Rik	153723553	153741296	+	Lu_9w_RNA_XistxC_+y_XY_1	Lu	male	Adult	1	186	1	157
chrX	2210013O21Rik	153723553	153741296	+	Lu_9w_RNA_XistxC_+y_XY_2	Lu	male	Adult	1	215	1	157
chrX	2210013O21Rik	153723553	153741296	+	Mu_9w_RNA_XistxC_-+_XX_2	Mu	female	Adult	1	58	1	49
chrX	2210013O21Rik	153723553	153741296	+	Mu_9w_RNA_XistxC_-+_XX_1	Mu	female	Adult	1	51	1	49
chrX	2210013O21Rik	153723553	153741296	+	Mu_9w_RNA_XistxC_-+_XX_3	Mu	female	Adult	1	49	1	49
chrX	2210013O21Rik	153723553	153741296	+	Mu_9w_RNA_XistxC_+y_XY_3	Mu	male	Adult	1	62	1	42
chrX	2210013O21Rik	153723553	153741296	+	Mu_9w_RNA_XistxC_+y_XY_2	Mu	male	Adult	1	42	1	42
chrX	2210013O21Rik	153723553	153741296	+	Mu_9w_RNA_XistxC_+y_XY_1	Mu	male	Adult	1	60	1	42
chrX	2210013O21Rik	153723553	153741296	+	Sp_9w_RNA_XistxC_-+_XX_2	Sp	female	Adult	1	86	1	86
chrX	2210013O21Rik	153723553	153741296	+	Sp_9w_RNA_XistxC_-+_XX_1	Sp	female	Adult	1	131	1	86
chrX	2210013O21Rik	153723553	153741296	+	Sp_9w_RNA_XistxC_-+_XX_3	Sp	female	Adult	1	115	1	86
chrX	2210013O21Rik	153723553	153741296	+	Sp_9w_RNA_XistxC_+y_XY_2	Sp	male	Adult	1	111	1	102
chrX	2210013O21Rik	153723553	153741296	+	Sp_9w_RNA_XistxC_+y_XY_1	Sp	male	Adult	1	109	1	102
chrX	2210013O21Rik	153723553	153741296	+	Sp_9w_RNA_XistxC_+y_XY_3	Sp	male	Adult	1	102	1	102
chrX	2610002M06Rik	107782750	107816334	-	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	683	1	586
chrX	2610002M06Rik	107782750	107816334	-	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	586	1	586
chrX	2610002M06Rik	107782750	107816334	-	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	706	1	586
chrX	2610002M06Rik	107782750	107816334	-	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	695	1	574
chrX	2610002M06Rik	107782750	107816334	-	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	574	1	574
chrX	2610002M06Rik	107782750	107816334	-	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	677	1	574
chrX	2610002M06Rik	107782750	107816334	-	He_9w_RNA_XistxC_-+_XX_1	He	female	Adult	1	119	1	88
chrX	2610002M06Rik	107782750	107816334	-	He_9w_RNA_XistxC_-+_XX_2	He	female	Adult	1	127	1	88
chrX	2610002M06Rik	107782750	107816334	-	He_9w_RNA_XistxC_-+_XX_3	He	female	Adult	1	88	1	88
chrX	2610002M06Rik	107782750	107816334	-	He_9w_RNA_XistxC_+y_XY_3	He	male	Adult	1	108	1	99
chrX	2610002M06Rik	107782750	107816334	-	He_9w_RNA_XistxC_+y_XY_2	He	male	Adult	1	145	1	99
chrX	2610002M06Rik	107782750	107816334	-	He_9w_RNA_XistxC_+y_XY_1	He	male	Adult	1	99	1	99
chrX	2610002M06Rik	107782750	107816334	-	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	0,99	141	1	97
chrX	2610002M06Rik	107782750	107816334	-	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	1	152	1	97
chrX	2610002M06Rik	107782750	107816334	-	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	1	97	1	97
chrX	2610002M06Rik	107782750	107816334	-	Ki_9w_RNA_XistxC_+y_XY_2	Ki	male	Adult	1	182	1	87
chrX	2610002M06Rik	107782750	107816334	-	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	87	1	87
chrX	2610002M06Rik	107782750	107816334	-	Ki_9w_RNA_XistxC_+y_XY_1	Ki	male	Adult	1	128	1	87
chrX	2610002M06Rik	107782750	107816334	-	Li_9w_RNA_XistxC_-+_XX_3	Li	female	Adult	1	126	1	120
chrX	2610002M06Rik	107782750	107816334	-	Li_9w_RNA_XistxC_-+_XX_2	Li	female	Adult	1	132	1	120
chrX	2610002M06Rik	107782750	107816334	-	Li_9w_RNA_XistxC_-+_XX_1	Li	female	Adult	1	120	1	120
chrX	2610002M06Rik	107782750	107816334	-	Li_9w_RNA_XistxC_+y_XY_1	Li	male	Adult	1	92	1	76
chrX	2610002M06Rik	107782750	107816334	-	Li_9w_RNA_XistxC_+y_XY_3	Li	male	Adult	1	76	1	76
chrX	2610002M06Rik	107782750	107816334	-	Li_9w_RNA_XistxC_+y_XY_2	Li	male	Adult	1	163	1	76
chrX	2610002M06Rik	107782750	107816334	-	Lu_9w_RNA_XistxC_-+_XX_3	Lu	female	Adult	1	191	1	191
chrX	2610002M06Rik	107782750	107816334	-	Lu_9w_RNA_XistxC_-+_XX_2	Lu	female	Adult	1	243	1	191
chrX	2610002M06Rik	107782750	107816334	-	Lu_9w_RNA_XistxC_-+_XX_1	Lu	female	Adult	1	202	1	191
chrX	2610002M06Rik	107782750	107816334	-	Lu_9w_RNA_XistxC_+y_XY_3	Lu	male	Adult	1	206	1	206
chrX	2610002M06Rik	107782750	107816334	-	Lu_9w_RNA_XistxC_+y_XY_2	Lu	male	Adult	1	269	1	206
chrX	2610002M06Rik	107782750	107816334	-	Lu_9w_RNA_XistxC_+y_XY_1	Lu	male	Adult	1	219	1	206
chrX	2610002M06Rik	107782750	107816334	-	Mu_9w_RNA_XistxC_-+_XX_3	Mu	female	Adult	1	78	1	78
chrX	2610002M06Rik	107782750	107816334	-	Mu_9w_RNA_XistxC_-+_XX_2	Mu	female	Adult	0,99	114	1	78
chrX	2610002M06Rik	107782750	107816334	-	Mu_9w_RNA_XistxC_-+_XX_1	Mu	female	Adult	1	89	1	78
chrX	2610002M06Rik	107782750	107816334	-	Mu_9w_RNA_XistxC_+y_XY_3	Mu	male	Adult	1	89	1	89
chrX	2610002M06Rik	107782750	107816334	-	Mu_9w_RNA_XistxC_+y_XY_1	Mu	male	Adult	1	97	1	89
chrX	2610002M06Rik	107782750	107816334	-	Mu_9w_RNA_XistxC_+y_XY_2	Mu	male	Adult	1	110	1	89
chrX	2610002M06Rik	107782750	107816334	-	Sp_9w_RNA_XistxC_-+_XX_2	Sp	female	Adult	1	159	1	155
chrX	2610002M06Rik	107782750	107816334	-	Sp_9w_RNA_XistxC_-+_XX_1	Sp	female	Adult	1	226	1	155
chrX	2610002M06Rik	107782750	107816334	-	Sp_9w_RNA_XistxC_-+_XX_3	Sp	female	Adult	1	155	1	155
chrX	2610002M06Rik	107782750	107816334	-	Sp_9w_RNA_XistxC_+y_XY_2	Sp	male	Adult	1	170	1	147
chrX	2610002M06Rik	107782750	107816334	-	Sp_9w_RNA_XistxC_+y_XY_1	Sp	male	Adult	1	219	1	147
chrX	2610002M06Rik	107782750	107816334	-	Sp_9w_RNA_XistxC_+y_XY_3	Sp	male	Adult	1	147	1	147
chrX	2810403D21Rik	108834477	108886896	+	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	1	22	1	22
chrX	2810403D21Rik	108834477	108886896	+	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	1	30	1	22
chrX	2810403D21Rik	108834477	108886896	+	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	1	24	1	22
chrX	3010001F23Rik	152368571	152416702	+	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	0,96	28	1	23
chrX	3010001F23Rik	152368571	152416702	+	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	36	1	23
chrX	3010001F23Rik	152368571	152416702	+	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	23	1	23
chrX	3010001F23Rik	152368571	152416702	+	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	37	1	32
chrX	3010001F23Rik	152368571	152416702	+	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	32	1	32
chrX	3010001F23Rik	152368571	152416702	+	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	32	1	32
chrX	3632454L22Rik	135022409	135060336	-	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	0,98	46	1	46
chrX	3632454L22Rik	135022409	135060336	-	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	48	1	46
chrX	3632454L22Rik	135022409	135060336	-	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	49	1	46
chrX	3632454L22Rik	135022409	135060336	-	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	57	1	57
chrX	3632454L22Rik	135022409	135060336	-	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	66	1	57
chrX	3632454L22Rik	135022409	135060336	-	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	70	1	57
chrX	4930519F16Rik	103182990	103256632	-	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	234	1	212
chrX	4930519F16Rik	103182990	103256632	-	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	272	1	212
chrX	4930519F16Rik	103182990	103256632	-	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	212	1	212
chrX	4930519F16Rik	103182990	103256632	-	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	217	1	217
chrX	4930519F16Rik	103182990	103256632	-	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	298	1	217
chrX	4930519F16Rik	103182990	103256632	-	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	264	1	217
chrX	4930578C19Rik	18414166	18461421	-	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	0,97	38	1	28
chrX	4930578C19Rik	18414166	18461421	-	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	31	1	28
chrX	4930578C19Rik	18414166	18461421	-	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	28	1	28
chrX	4930578C19Rik	18414166	18461421	-	He_9w_RNA_XistxC_-+_XX_1	He	female	Adult	0,8	196	0,81	196
chrX	4930578C19Rik	18414166	18461421	-	He_9w_RNA_XistxC_-+_XX_2	He	female	Adult	0,81	264	0,81	196
chrX	4930578C19Rik	18414166	18461421	-	He_9w_RNA_XistxC_-+_XX_3	He	female	Adult	0,83	205	0,81	196
chrX	4930578C19Rik	18414166	18461421	-	He_9w_RNA_XistxC_+y_XY_1	He	male	Adult	1	183	1	183
chrX	4930578C19Rik	18414166	18461421	-	He_9w_RNA_XistxC_+y_XY_2	He	male	Adult	1	194	1	183
chrX	4930578C19Rik	18414166	18461421	-	He_9w_RNA_XistxC_+y_XY_3	He	male	Adult	1	199	1	183
chrX	4930578C19Rik	18414166	18461421	-	Lu_9w_RNA_XistxC_-+_XX_1	Lu	female	Adult	1	110	1	110
chrX	4930578C19Rik	18414166	18461421	-	Lu_9w_RNA_XistxC_-+_XX_3	Lu	female	Adult	1	147	1	110
chrX	4930578C19Rik	18414166	18461421	-	Lu_9w_RNA_XistxC_-+_XX_2	Lu	female	Adult	1	155	1	110
chrX	4930578C19Rik	18414166	18461421	-	Lu_9w_RNA_XistxC_+y_XY_3	Lu	male	Adult	1	130	1	75
chrX	4930578C19Rik	18414166	18461421	-	Lu_9w_RNA_XistxC_+y_XY_2	Lu	male	Adult	1	119	1	75
chrX	4930578C19Rik	18414166	18461421	-	Lu_9w_RNA_XistxC_+y_XY_1	Lu	male	Adult	1	75	1	75
chrX	4930578C19Rik	18414166	18461421	-	Mu_9w_RNA_XistxC_-+_XX_1	Mu	female	Adult	0,94	50	0,85	50
chrX	4930578C19Rik	18414166	18461421	-	Mu_9w_RNA_XistxC_-+_XX_2	Mu	female	Adult	0,72	54	0,85	50
chrX	4930578C19Rik	18414166	18461421	-	Mu_9w_RNA_XistxC_-+_XX_3	Mu	female	Adult	0,85	73	0,85	50
chrX	4930578C19Rik	18414166	18461421	-	Mu_9w_RNA_XistxC_+y_XY_1	Mu	male	Adult	1	52	1	46
chrX	4930578C19Rik	18414166	18461421	-	Mu_9w_RNA_XistxC_+y_XY_2	Mu	male	Adult	1	63	1	46
chrX	4930578C19Rik	18414166	18461421	-	Mu_9w_RNA_XistxC_+y_XY_3	Mu	male	Adult	1	46	1	46
chrX	4933407K13Rik	75725457	75764699	-	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	65	1	34
chrX	4933407K13Rik	75725457	75764699	-	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	34	1	34
chrX	4933407K13Rik	75725457	75764699	-	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	65	1	34
chrX	4933407K13Rik	75725457	75764699	-	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	42	1	42
chrX	4933407K13Rik	75725457	75764699	-	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	50	1	42
chrX	4933407K13Rik	75725457	75764699	-	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	44	1	42
chrX	4933407K13Rik	75725457	75764699	-	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	1	28	1	26
chrX	4933407K13Rik	75725457	75764699	-	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	1	34	1	26
chrX	4933407K13Rik	75725457	75764699	-	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	1	26	1	26
chrX	4933407K13Rik	75725457	75764699	-	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	20	1	20
chrX	4933407K13Rik	75725457	75764699	-	Ki_9w_RNA_XistxC_+y_XY_1	Ki	male	Adult	1	28	1	20
